order_id,return_date,Category,Sales,Profit,Profit Margin,Margin Category,State,Customer Name,return_quantity,reason_returned
GH-2019-5411947,2019-11-14,Office Supplies,136.2,0.05,0.00036710719530102793,Medium,Texas,Mick Hernandez,1,Wrong Color
ID-2019-1027126,2019-12-13,Office Supplies,43.3,0.24,0.005542725173210162,Medium,Michigan,Anna Andreadi,1,Not Needed
ID-2019-1083074,2019-06-20,Office Supplies,36.66,0.33,0.009001636661211131,Medium,Indiana,Hunter Lopez,1,Wrong Item
ID-2019-1148066,2019-12-05,Office Supplies,81.2,0.24,0.0029556650246305416,Medium,Oklahoma,Chuck Clark,1,Wrong Color
ID-2019-1173695,2019-05-16,Office Supplies,74.65,0.1,0.0013395847287340924,Medium,Texas,John Huston,1,Wrong Item
ID-2019-137471,2019-08-10,Office Supplies,80.69,0.28,0.003470070640723758,Medium,Missouri,Bill Stewart,1,Not Needed
ID-2019-1435682,2019-09-27,Furniture,854.78,0.43,0.0005030534172535624,Medium,Illinois,Denise Monton,1,Not Given
ID-2019-161189,2019-03-07,Technology,743.03,0.43,0.0005787114921335612,Medium,Illinois,Meg O'Connel,1,Not Given
ID-2019-171376,2019-12-06,Technology,1113.26,0.24,0.00021558306235740078,Medium,Illinois,Christine Sundaresam,1,Wrong Item
ID-2019-1732534,2019-05-09,Technology,297.36,0.28,0.0009416195856873824,Medium,South Dakota,Tiffany House,1,Wrong Color
ID-2019-1778539,2019-12-08,Office Supplies,81.2,0.24,0.0029556650246305416,Medium,Texas,Chuck Clark,1,Wrong Color
ID-2019-191967,2019-08-24,Furniture,26.71,0.05,0.0018719580681392737,Medium,Wisconsin,Clay Rozendal,1,Wrong Color
ID-2019-1987928,2019-04-24,Technology,1414.61,0.19,0.00013431263740536263,Medium,Texas,Eleni McCrary,1,Not Given
ID-2019-2225841,2019-12-06,Technology,339.19,0.1,0.00029482001238244056,Medium,Illinois,Guy Phonely,1,Wrong Item
ID-2019-2281577,2019-12-02,Technology,358.67,0.1,0.0002788078177712103,Medium,Texas,Zuschuss Carroll,1,Not Given
ID-2019-231049,2019-07-23,Furniture,537.7,0.43,0.0007997024363027709,Medium,Illinois,Seth Vernon,1,Not Given
ID-2019-2314983,2019-11-04,Technology,1113.26,0.24,0.00021558306235740078,Medium,Michigan,Christine Sundaresam,1,Wrong Item
ID-2019-2446463,2019-09-23,Office Supplies,83.7,0.28,0.0033452807646356035,Medium,Indiana,Dorris liebe,1,Not Given
ID-2019-2457716,2019-02-21,Technology,722.47,0.43,0.0005951804227165142,Medium,Illinois,Tracy Blumstein,1,Not Given
ID-2019-2614852,2019-03-16,Furniture,373.68,0.05,0.00013380432455576964,Medium,Texas,Joy Bell-,1,Wrong Color
ID-2019-2622723,2019-05-04,Office Supplies,13.54,0.1,0.007385524372230429,Medium,Texas,Michael Granlund,1,Not Given
ID-2019-2626412,2019-07-07,Office Supplies,13.54,0.1,0.007385524372230429,Medium,Illinois,Michael Granlund,1,Not Given
ID-2019-2685493,2019-11-13,Office Supplies,146.59,0.0,0.0,Medium,Oklahoma,Eva Jacobs,1,Not Given
ID-2019-2774430,2019-11-21,Office Supplies,16.06,0.33,0.020547945205479454,Medium,Texas,Maris LaWare,1,Not Given
ID-2019-2861021,2019-03-11,Furniture,373.68,0.05,0.00013380432455576964,Medium,Michigan,Joy Bell-,1,Wrong Color
ID-2019-2917263,2019-08-07,Furniture,537.7,0.43,0.0007997024363027709,Medium,Texas,Seth Vernon,1,Not Given
ID-2019-3144832,2019-12-18,Furniture,240.34,0.14,0.0005825081135058667,Medium,Indiana,Eva Jacobs,1,Not Needed
ID-2019-3167797,2019-05-19,Office Supplies,71.37,0.28,0.003923217037971136,Medium,Missouri,Dennis Kane,1,Not Given
ID-2019-3192464,2019-09-20,Furniture,457.81,0.05,0.00010921561346410084,Medium,Illinois,Dennis Kane,1,Not Needed
ID-2019-3285475,2019-06-01,Office Supplies,53.35,0.1,0.0018744142455482662,Medium,Texas,Bruce Degenhardt,1,Not Given
ID-2019-3287967,2019-09-18,Office Supplies,99.3,0.33,0.0033232628398791545,Medium,Texas,Claire Gute,1,Wrong Color
ID-2019-3776037,2019-04-01,Office Supplies,133.41,0.05,0.000374784498913125,Medium,Texas,Scot Coram,1,Not Given
ID-2019-3830153,2019-11-11,Office Supplies,99.3,0.33,0.0033232628398791545,Medium,Texas,Claire Gute,1,Wrong Color
ID-2019-384914,2019-02-25,Office Supplies,66.34,0.0,0.0,Medium,Illinois,Anthony O'Donnell,1,Wrong Color
ID-2019-3938331,2019-09-04,Office Supplies,58.06,0.24,0.004133654839820875,Medium,Illinois,Dorothy Dickinson,1,Wrong Item
ID-2019-3950437,2019-10-08,Office Supplies,42.36,0.24,0.0056657223796034,Medium,Illinois,Claire Gute,1,Not Given
ID-2019-414683,2019-12-05,Office Supplies,43.3,0.24,0.005542725173210162,Medium,Illinois,Anna Andreadi,1,Not Needed
ID-2019-4168354,2019-11-23,Office Supplies,286.9,0.28,0.0009759498082955735,Medium,Michigan,Anthony O'Donnell,1,Wrong Item
ID-2019-4204765,2019-12-18,Technology,358.67,0.1,0.0002788078177712103,Medium,Texas,Zuschuss Carroll,1,Not Given
ID-2019-4215643,2019-07-25,Furniture,372.91,0.28,0.0007508514118688155,Medium,Texas,Aaron Bergman,1,Not Given
ID-2019-4261379,2019-04-27,Office Supplies,53.35,0.1,0.0018744142455482662,Medium,Oklahoma,Bruce Degenhardt,1,Not Given
ID-2019-4341872,2019-07-30,Furniture,537.7,0.43,0.0007997024363027709,Medium,Texas,Seth Vernon,1,Not Given
ID-2019-4353218,2019-11-30,Office Supplies,16.06,0.33,0.020547945205479454,Medium,Kansas,Maris LaWare,1,Not Given
ID-2019-4479756,2019-02-10,Office Supplies,3811.0,0.28,7.34715297822094e-05,Medium,Indiana,David Philippe,1,Not Given
ID-2019-4481790,2019-08-22,Furniture,48.55,0.28,0.0057672502574665305,Medium,Missouri,Hunter Glantz,1,Not Given
ID-2019-4601119,2019-06-24,Office Supplies,71.37,0.28,0.003923217037971136,Medium,Texas,Dennis Kane,1,Not Given
ID-2019-4677037,2019-11-22,Furniture,239.15,0.28,0.0011708132970938742,Medium,Michigan,Anne Pryor,1,Not Given
ID-2019-4689066,2019-08-02,Office Supplies,80.69,0.28,0.003470070640723758,Medium,Missouri,Bill Stewart,1,Not Needed
ID-2019-4691563,2019-06-15,Office Supplies,72.71,0.28,0.003850914592215652,Medium,Illinois,Aaron Bergman,1,Wrong Item
ID-2019-4703366,2019-01-20,Office Supplies,90.04,0.28,0.003109729009329187,Medium,Texas,Kristen Hastings,1,Wrong Item
ID-2019-5067169,2019-11-20,Office Supplies,16.06,0.33,0.020547945205479454,Medium,Texas,Maris LaWare,1,Not Given
ID-2019-5165522,2019-06-17,Office Supplies,71.37,0.28,0.003923217037971136,Medium,Texas,Dennis Kane,1,Not Given
ID-2019-5259026,2019-03-31,Technology,2951.44,0.43,0.0001456915946114439,Medium,Texas,Philisse Overcash,1,Wrong Item
ID-2019-52902,2020-01-18,Office Supplies,8.54,2.36,0.2763466042154567,Medium,Illinois,Julia West,1,Not Given
ID-2019-5330585,2019-11-14,Technology,339.19,0.1,0.00029482001238244056,Medium,Michigan,Guy Phonely,1,Wrong Item
ID-2019-5386935,2020-01-07,Office Supplies,97.71,0.24,0.002456248081056187,Medium,Oklahoma,Craig Leslie,1,Not Given
ID-2019-5460945,2019-10-13,Office Supplies,83.7,0.28,0.0033452807646356035,Medium,Texas,Dorris liebe,1,Not Given
ID-2019-550775,2019-12-08,Office Supplies,464.78,0.28,0.0006024355609105384,Medium,Michigan,Claire Gute,1,Not Given
ID-2019-5566645,2019-04-08,Technology,2645.38,0.33,0.00012474578321450982,Medium,Texas,Andrew Allen,1,Not Given
ID-2019-5570632,2019-06-30,Office Supplies,71.37,0.28,0.003923217037971136,Medium,Texas,Dennis Kane,1,Not Given
ID-2019-5709232,2019-07-24,Furniture,372.91,0.28,0.0007508514118688155,Medium,Illinois,Aaron Bergman,1,Not Given
ID-2019-5857687,2019-11-22,Office Supplies,286.9,0.28,0.0009759498082955735,Medium,Texas,Anthony O'Donnell,1,Wrong Item
ID-2019-5908006,2019-07-16,Technology,1596.51,0.19,0.00011900958966746216,Medium,Texas,Tiffany House,1,Not Given
ID-2019-5962914,2019-01-22,Office Supplies,66.34,0.0,0.0,Medium,Texas,Anthony O'Donnell,1,Wrong Color
ID-2019-656676,2019-06-17,Office Supplies,13.54,0.1,0.007385524372230429,Medium,Texas,Michael Granlund,1,Not Given
ID-2019-681535,2019-12-09,Furniture,240.34,0.14,0.0005825081135058667,Medium,Kansas,Eva Jacobs,1,Not Needed
ID-2019-75183,2019-05-31,Office Supplies,19.64,-2.87,-0.14613034623217921,Low,Illinois,Julia Barnett,1,Not Needed
ID-2019-85487,2020-01-20,Office Supplies,243.68,-89.38,-0.36679251477347335,Low,Texas,Darrin Martin,1,Wrong Item
IN-2019-1076018,2019-10-23,Technology,2533.92,0.19,7.49826356001768e-05,Medium,Texas,Grace Kelly,1,Not Given
IN-2019-1097759,2019-12-19,Technology,2194.92,0.43,0.00019590691232482276,Medium,Texas,Janet Lee,1,Wrong Item
IN-2019-1163595,2019-10-11,Office Supplies,110.88,0.38,0.0034271284271284275,Medium,Wisconsin,Kelly Williams,1,Not Given
IN-2019-1179631,2019-08-08,Office Supplies,88.41,0.28,0.0031670625494853526,Medium,Texas,Luke Foster,2,Wrong Item
IN-2019-1196350,2019-12-23,Technology,773.39,0.1,0.0001293008701948564,Medium,Texas,Melanie Seite,1,Wrong Color
IN-2019-1277742,2019-02-10,Office Supplies,54.39,0.19,0.0034932892075749218,Medium,Texas,Khloe Miller,1,Wrong Item
IN-2019-1281205,2019-11-26,Office Supplies,359.04,0.19,0.0005291889483065953,Medium,Texas,Bobby Odegard,2,Wrong Color
IN-2019-1302661,2019-09-14,Furniture,110.77,0.28,0.0025277602238873344,Medium,Texas,Sonia Sunley,1,Wrong Item
IN-2019-1511024,2019-05-27,Technology,289.8,0.19,0.000655624568668047,Medium,Oklahoma,Roger Demir,1,Not Needed
IN-2019-1511414,2019-10-29,Furniture,354.94,0.14,0.0003944328618921508,Medium,Michigan,Annie Zypern,1,Wrong Color
IN-2019-1555024,2019-05-13,Office Supplies,63.0,0.19,0.003015873015873016,Medium,Illinois,Alan Dominguez,1,Wrong Color
IN-2019-1652973,2019-12-03,Office Supplies,91.14,0.29,0.003181917928461707,Medium,Texas,Maureen Gnade,1,Wrong Color
IN-2019-1708733,2019-12-29,Furniture,87.95,0.28,0.0031836270608300173,Medium,Texas,Deborah Brumfield,1,Not Given
IN-2019-1737148,2020-01-05,Office Supplies,52.98,0.28,0.005285013212533032,Medium,Illinois,Deborah Brumfield,1,Wrong Item
IN-2019-1781151,2019-12-26,Office Supplies,54.23,0.24,0.004425594689286373,Medium,Texas,Sarah Bern,1,Not Given
IN-2019-1825383,2019-03-25,Furniture,1481.7,0.38,0.0002564621718296551,Medium,Texas,Gene Hale,1,Wrong Color
IN-2019-1906330,2019-12-15,Technology,2194.92,0.43,0.00019590691232482276,Medium,Illinois,Janet Lee,1,Wrong Item
IN-2019-2045521,2019-11-14,Furniture,2068.34,0.14,6.768713074252782e-05,Medium,Michigan,Nathan Gelder,1,Not Given
IN-2019-211333,2019-07-23,Furniture,3139.13,0.19,6.0526324172621075e-05,Medium,Michigan,Chris McAfee,1,Wrong Item
IN-2019-2162980,2019-05-23,Furniture,853.65,0.38,0.0004451473086159433,Medium,Illinois,Jamie Frazer,1,Wrong Item
IN-2019-2169587,2019-12-07,Technology,2194.92,0.43,0.00019590691232482276,Medium,Texas,Janet Lee,1,Wrong Item
IN-2019-2222727,2019-05-11,Technology,3299.56,0.19,5.758343536713986e-05,Medium,Texas,Brad Eason,1,Wrong Item
IN-2019-2284488,2019-11-01,Office Supplies,257.04,0.29,0.0011282290694055398,Medium,Minnesota,Ricardo Sperren,1,Wrong Item
IN-2019-2332794,2019-10-07,Furniture,2871.54,0.47,0.0001636752404633054,Medium,Michigan,Vivek Grady,1,Wrong Item
IN-2019-2353472,2019-11-02,Technology,717.63,0.0,0.0,Medium,Indiana,Barry Weirich,1,Wrong Item
IN-2019-2382490,2019-04-20,Office Supplies,263.54,0.33,0.001252181831979965,Medium,Illinois,Stewart Visinsky,1,Not Given
IN-2019-24041,2019-07-08,Furniture,342.0,80.82,0.2363157894736842,Medium,Indiana,Mike Kennedy,1,Not Given
IN-2019-2411884,2019-07-28,Furniture,241.05,0.33,0.0013690105787181083,Medium,Illinois,Ross DeVincentis,1,Not Given
IN-2019-2562210,2019-10-29,Office Supplies,43.74,0.28,0.006401463191586649,Medium,Indiana,Dan Campbell,1,Not Given
IN-2019-2574004,2019-10-18,Technology,1468.44,0.43,0.0002928277627958922,Medium,Indiana,Bill Eplett,1,Wrong Item
IN-2019-2594023,2019-07-20,Technology,448.8,0.28,0.0006238859180035651,Medium,Texas,Duane Huffman,1,Not Needed
IN-2019-2619472,2019-12-31,Furniture,914.34,0.43,0.0004702845768532493,Medium,Texas,Victoria Brennan,1,Not Given
IN-2019-2735980,2019-10-14,Furniture,507.12,0.43,0.0008479255403060419,Medium,Texas,Dorothy Wardle,1,Not Needed
IN-2019-2772297,2019-07-03,Office Supplies,383.46,0.0,0.0,Medium,Texas,Parhena Norris,1,Wrong Item
IN-2019-284938,2019-11-26,Technology,511.65,0.19,0.0003713476008990521,Medium,Texas,Janet Martin,1,Not Given
IN-2019-2912089,2019-11-18,Technology,773.39,0.1,0.0001293008701948564,Medium,Wisconsin,Melanie Seite,1,Wrong Color
IN-2019-294665,2019-07-20,Office Supplies,145.05,0.29,0.0019993105825577384,Medium,Indiana,Laura Armstrong,1,Not Given
IN-2019-2963388,2019-11-05,Office Supplies,100.12,0.1,0.0009988014382740712,Medium,Texas,Jeremy Farry,3,Not Needed
IN-2019-3149593,2019-09-02,Office Supplies,88.41,0.28,0.0031670625494853526,Medium,Illinois,Luke Foster,2,Wrong Item
IN-2019-318607,2019-12-16,Office Supplies,455.97,0.28,0.0006140754874224181,Medium,Texas,Nicole Hansen,1,Wrong Item
IN-2019-32266,2019-08-25,Technology,87.84,12.24,0.13934426229508196,Medium,Texas,Ed Braxton,1,Not Given
IN-2019-3239457,2019-11-02,Technology,626.63,0.47,0.0007500438855464947,Medium,Oklahoma,Carol Adams,1,Wrong Item
IN-2019-3259588,2019-10-15,Furniture,2871.54,0.47,0.0001636752404633054,Medium,Michigan,Vivek Grady,1,Wrong Item
IN-2019-3275678,2019-11-05,Technology,457.46,0.33,0.0007213745464084292,Medium,Illinois,Darrin Van Huff,1,Not Given
IN-2019-3318532,2019-08-01,Office Supplies,95.01,0.0,0.0,Medium,Texas,Alejandro Ballentine,2,Not Given
IN-2019-3318879,2019-12-04,Office Supplies,90.45,0.29,0.003206191265892758,Medium,Illinois,Shahid Collister,1,Not Given
IN-2019-3355491,2019-02-14,Furniture,771.39,0.43,0.0005574352791713659,Medium,Illinois,Katherine Ducich,1,Not Needed
IN-2019-3612564,2019-06-21,Office Supplies,63.0,0.19,0.003015873015873016,Medium,Texas,Alan Dominguez,1,Wrong Color
IN-2019-36965,2020-01-05,Furniture,1048.73,0.43,0.00041001973815948814,Medium,Texas,Justin Deggeller,1,Wrong Item
IN-2019-3843975,2019-02-07,Office Supplies,54.39,0.19,0.0034932892075749218,Medium,Minnesota,Khloe Miller,1,Wrong Item
IN-2019-387420,2019-11-07,Technology,457.46,0.33,0.0007213745464084292,Medium,Texas,Darrin Van Huff,1,Not Given
IN-2019-3902993,2020-01-20,Furniture,2673.36,0.43,0.00016084627584762247,Medium,Illinois,Jamie Frazer,1,Wrong Item
IN-2019-3909275,2019-10-22,Office Supplies,100.12,0.1,0.0009988014382740712,Medium,Kansas,Jeremy Farry,3,Not Needed
IN-2019-3948110,2019-02-22,Furniture,1726.65,0.38,0.00022007934439521615,Medium,Michigan,Katrina Bavinger,1,Wrong Item
IN-2019-3979515,2019-09-18,Office Supplies,88.41,0.28,0.0031670625494853526,Medium,Indiana,Luke Foster,2,Wrong Item
IN-2019-401923,2019-07-14,Technology,304.8,0.24,0.0007874015748031496,Medium,Texas,Katherine Ducich,1,Not Given
IN-2019-4040907,2019-06-25,Office Supplies,160.02,0.19,0.0011873515810523684,Medium,Texas,Peter Bühler,2,Not Needed
IN-2019-409189,2019-05-12,Office Supplies,275.89,0.1,0.0003624633005908152,Medium,Illinois,Patrick Ryan,1,Not Given
IN-2019-411778,2019-06-25,Furniture,51.3,0.24,0.004678362573099415,Medium,Missouri,John Murray,1,Not Needed
IN-2019-4149009,2019-05-25,Furniture,853.65,0.38,0.0004451473086159433,Medium,Missouri,Jamie Frazer,1,Wrong Item
IN-2019-431057,2019-05-18,Furniture,2614.69,0.38,0.00014533271630671321,Medium,Oklahoma,Jennifer Ferguson,1,Not Given
IN-2019-4322153,2019-07-17,Furniture,241.05,0.33,0.0013690105787181083,Medium,Illinois,Ross DeVincentis,1,Not Given
IN-2019-4345893,2019-11-18,Office Supplies,54.23,0.24,0.004425594689286373,Medium,Missouri,Sarah Bern,1,Not Given
IN-2019-4494526,2019-08-26,Technology,194.19,0.24,0.0012359029816159431,Medium,Michigan,Katrina Edelman,1,Wrong Color
IN-2019-4534225,2019-12-22,Office Supplies,293.58,0.28,0.0009537434430138295,Medium,Missouri,Khloe Miller,1,Not Needed
IN-2019-4576746,2019-03-05,Furniture,1726.65,0.38,0.00022007934439521615,Medium,Texas,Katrina Bavinger,1,Wrong Item
IN-2019-4584024,2019-04-16,Technology,287.28,0.19,0.0006613756613756614,Medium,Indiana,Patrick Gardner,1,Not Given
IN-2019-4599074,2019-10-23,Office Supplies,80.03,0.0,0.0,Medium,Illinois,Ashley Jarboe,1,Not Given
IN-2019-4705647,2019-09-07,Office Supplies,110.88,0.38,0.0034271284271284275,Medium,Texas,Kelly Williams,1,Not Given
IN-2019-4708799,2019-10-26,Technology,1468.44,0.43,0.0002928277627958922,Medium,Texas,Bill Eplett,1,Wrong Item
IN-2019-4777659,2019-09-26,Office Supplies,602.21,0.28,0.00046495408578402887,Medium,Minnesota,Clytie Kelty,1,Not Given
IN-2019-4885007,2019-05-19,Office Supplies,63.0,0.19,0.003015873015873016,Medium,Texas,Alan Dominguez,1,Wrong Color
IN-2019-4898296,2019-07-21,Furniture,2470.5,0.38,0.00015381501720299534,Medium,Texas,Alyssa Crouse,1,Not Given
IN-2019-4976950,2019-10-12,Technology,626.63,0.47,0.0007500438855464947,Medium,Texas,Carol Adams,1,Wrong Item
IN-2019-5031914,2019-03-14,Technology,602.38,0.43,0.0007138351206879378,Medium,Texas,Aaron Bergman,1,Wrong Item
IN-2019-5114032,2019-11-23,Office Supplies,52.98,0.28,0.005285013212533032,Medium,Texas,Deborah Brumfield,1,Wrong Item
IN-2019-5165154,2019-09-29,Office Supplies,170.59,0.05,0.000293100416202591,Medium,Illinois,Carl Jackson,1,Wrong Color
IN-2019-51719,2019-12-12,Office Supplies,69.96,22.32,0.3190394511149228,High,Missouri,Darrin Van Huff,1,Not Needed
IN-2019-5208599,2019-03-14,Office Supplies,2117.22,0.57,0.000269220959560178,Medium,Indiana,Michael Granlund,1,Not Needed
IN-2019-5227441,2019-10-29,Technology,717.63,0.0,0.0,Medium,Michigan,Barry Weirich,1,Wrong Item
IN-2019-5286974,2019-06-26,Office Supplies,160.02,0.19,0.0011873515810523684,Medium,Illinois,Peter Bühler,2,Not Needed
IN-2019-5362149,2019-11-16,Technology,667.56,0.38,0.0005692372221223561,Medium,Illinois,Victoria Pisteka,1,Wrong Color
IN-2019-54421,2019-02-25,Technology,153.9,12.3,0.07992202729044834,Medium,Texas,Trudy Brown,1,Not Needed
IN-2019-5490827,2019-10-09,Furniture,110.77,0.28,0.0025277602238873344,Medium,Texas,Sonia Sunley,1,Wrong Item
IN-2019-5497890,2019-04-09,Furniture,1481.7,0.38,0.0002564621718296551,Medium,Illinois,Gene Hale,1,Wrong Color
IN-2019-5505075,2019-08-07,Furniture,241.05,0.33,0.0013690105787181083,Medium,Texas,Ross DeVincentis,1,Not Given
IN-2019-550531,2019-10-01,Office Supplies,100.12,0.1,0.0009988014382740712,Medium,Texas,Jeremy Farry,3,Not Needed
IN-2019-5506067,2019-08-19,Furniture,807.84,0.47,0.0005817983759160229,Medium,Minnesota,Lena Creighton,1,Wrong Color
IN-2019-5508327,2019-11-14,Office Supplies,52.98,0.28,0.005285013212533032,Medium,Texas,Deborah Brumfield,1,Wrong Item
IN-2019-5597044,2019-06-18,Technology,514.23,0.47,0.000913987904245182,Medium,Nebraska,Paul Gonzalez,1,Not Needed
IN-2019-5605574,2019-09-20,Office Supplies,130.22,0.24,0.0018430348640761788,Medium,Texas,Sonia Sunley,1,Not Given
IN-2019-5636239,2019-03-08,Technology,1272.48,0.47,0.00036935747516660377,Medium,Michigan,Kelly Williams,1,Wrong Item
IN-2019-5645406,2019-08-30,Office Supplies,45.68,0.0,0.0,Medium,Illinois,Bobby Odegard,1,Not Needed
IN-2019-5772957,2019-10-08,Office Supplies,130.22,0.24,0.0018430348640761788,Medium,Oklahoma,Sonia Sunley,1,Not Given
IN-2019-5797410,2019-12-19,Furniture,914.34,0.43,0.0004702845768532493,Medium,Illinois,Victoria Brennan,1,Not Given
IN-2019-5833198,2019-12-12,Office Supplies,2183.98,0.52,0.00023809741847452816,Medium,Texas,Christina VanderZanden,1,Not Needed
IN-2019-5839903,2019-08-08,Office Supplies,130.22,0.24,0.0018430348640761788,Medium,Illinois,Sonia Sunley,1,Not Given
IN-2019-5846946,2019-06-08,Technology,289.8,0.19,0.000655624568668047,Medium,Texas,Roger Demir,1,Not Needed
IN-2019-5860633,2019-11-28,Office Supplies,293.58,0.28,0.0009537434430138295,Medium,Texas,Khloe Miller,1,Not Needed
IN-2019-5865230,2019-09-11,Furniture,807.84,0.47,0.0005817983759160229,Medium,Illinois,Lena Creighton,1,Wrong Color
IN-2019-5925277,2019-07-24,Office Supplies,196.92,0.38,0.0019297176518383102,Medium,Missouri,Ivan Liston,1,Not Needed
IN-2019-5960382,2019-11-11,Office Supplies,1429.26,0.33,0.00023088871164098906,Medium,Texas,Darrin Van Huff,1,Not Needed
IN-2019-652845,2019-10-10,Office Supplies,110.88,0.38,0.0034271284271284275,Medium,Indiana,Kelly Williams,1,Not Given
IN-2019-766167,2019-08-19,Office Supplies,241.3,0.0,0.0,Medium,Michigan,Clytie Kelty,1,Wrong Item
IN-2019-772909,2019-11-20,Office Supplies,26.82,0.38,0.014168530947054437,Medium,Illinois,Jay Fein,1,Wrong Item
IN-2019-806476,2019-07-23,Office Supplies,107.6,0.05,0.0004646840148698885,Medium,Texas,Fred Harton,1,Wrong Item
IN-2019-826548,2019-09-18,Furniture,3427.15,0.43,0.0001254686838918635,Medium,Kansas,Laura Armstrong,2,Wrong Item
IN-2019-897149,2019-11-22,Office Supplies,54.23,0.24,0.004425594689286373,Medium,Illinois,Sarah Bern,1,Not Given
IR-2019-3704280,2019-02-13,Office Supplies,644.76,0.28,0.0004342701160121596,Medium,Texas,Steven Cartwright,1,Wrong Item
IR-2019-674780,2020-01-12,Furniture,1758.0,0.43,0.00024459613196814564,Medium,Texas,Tim Brockman,1,Not Given
IT-2019-1348396,2019-10-13,Office Supplies,47.76,0.29,0.006072026800670017,Medium,Illinois,John Huston,1,Not Needed
IT-2019-1911472,2019-12-07,Furniture,538.75,0.05,9.280742459396752e-05,Medium,Texas,Liz Willingham,1,Wrong Item
IT-2019-1967869,2019-06-04,Office Supplies,42.73,0.1,0.0023402761525860055,Medium,Michigan,Zuschuss Carroll,1,Not Given
IT-2019-2093935,2019-06-25,Technology,426.97,0.29,0.0006792046279598098,Medium,Illinois,Carol Triggs,1,Wrong Item
IT-2019-2485570,2019-02-15,Furniture,2830.43,0.19,6.712760958582265e-05,Medium,Texas,Corinna Mitchell,1,Not Given
IT-2019-2541979,2019-09-04,Furniture,1629.91,0.38,0.00023314170721082757,Medium,Texas,Michelle Ellison,1,Wrong Item
IT-2019-2574180,2019-11-12,Furniture,385.08,0.05,0.0001298431494754337,Medium,Texas,Eileen Kiefer,1,Wrong Item
IT-2019-259634,2019-08-23,Furniture,263.88,0.24,0.0009095043201455207,Medium,Texas,Carlos Soltero,1,Not Given
IT-2019-2880963,2019-09-03,Furniture,258.43,0.05,0.00019347598962968695,Medium,Texas,Mitch Gastineau,2,Wrong Item
IT-2019-3280081,2019-07-14,Furniture,670.41,0.38,0.0005668173207440223,Medium,Michigan,Thea Hendricks,1,Not Needed
IT-2019-3903007,2019-10-06,Furniture,263.88,0.24,0.0009095043201455207,Medium,Illinois,Carlos Soltero,1,Not Given
IT-2019-3963408,2019-06-13,Technology,781.47,0.38,0.0004862630683199611,Medium,Wisconsin,Mary O'Rourke,1,Wrong Color
IT-2019-4110944,2019-10-12,Furniture,258.43,0.05,0.00019347598962968695,Medium,Texas,Mitch Gastineau,2,Wrong Item
IT-2019-4199588,2019-11-21,Office Supplies,1401.84,0.05,3.566740854876448e-05,Medium,Texas,Thomas Thornton,1,Wrong Color
IT-2019-4223235,2019-02-07,Office Supplies,95.76,0.1,0.0010442773600668337,Medium,Missouri,Tamara Willingham,1,Not Given
IT-2019-4666059,2019-10-02,Office Supplies,42.05,0.05,0.0011890606420927468,Medium,Texas,Phillip Breyer,1,Not Given
IT-2019-4728503,2019-06-07,Furniture,287.14,0.14,0.00048756704046806445,Medium,Michigan,Joe Kamberova,1,Not Given
IT-2019-4769998,2019-11-27,Technology,121.91,0.0,0.0,Medium,Illinois,Alex Russell,1,Wrong Item
IT-2019-506142,2019-09-05,Office Supplies,231.39,0.1,0.00043217079389774844,Medium,Texas,Joni Wasserman,1,Not Given
IT-2019-5160666,2019-09-22,Office Supplies,47.76,0.29,0.006072026800670017,Medium,Texas,John Huston,1,Not Needed
IT-2019-5245370,2019-06-30,Office Supplies,1560.24,421.2,0.2699584679280111,Medium,Illinois,Troy Staebel,1,Wrong Item
IT-2019-5491404,2019-07-10,Furniture,1361.04,0.38,0.0002791982601539999,Medium,North Dakota,Carol Adams,1,Wrong Item
IT-2019-5572091,2019-10-16,Furniture,385.08,0.05,0.0001298431494754337,Medium,Michigan,Eileen Kiefer,1,Wrong Item
IT-2019-5638753,2019-11-20,Office Supplies,42.3,0.19,0.004491725768321513,Medium,Minnesota,Mike Vittorini,2,Not Given
IT-2019-5665627,2019-07-01,Furniture,1361.04,0.38,0.0002791982601539999,Medium,Texas,Carol Adams,1,Wrong Item
IT-2019-5720121,2019-10-04,Office Supplies,85.64,0.0,0.0,Medium,Michigan,Irene Maddox,1,Wrong Item
IT-2019-5899675,2019-09-10,Office Supplies,231.39,0.1,0.00043217079389774844,Medium,Michigan,Joni Wasserman,1,Not Given
IT-2019-631965,2019-07-02,Office Supplies,133.2,0.1,0.0007507507507507509,Medium,Wisconsin,Troy Staebel,1,Wrong Item
IT-2019-714068,2019-06-09,Office Supplies,77.7,0.1,0.001287001287001287,Medium,Wisconsin,George Bell,1,Wrong Item
IV-2019-1666258,2019-06-08,Technology,765.36,0.19,0.00024824918992369605,Medium,Illinois,Barry Pond,1,Not Given
IV-2019-4356949,2019-12-05,Office Supplies,48.9,0.1,0.002044989775051125,Medium,Indiana,Ross Baird,1,Wrong Item
IV-2019-996704,2019-12-16,Office Supplies,48.9,0.1,0.002044989775051125,Medium,Texas,Ross Baird,1,Wrong Item
JO-2019-4719246,2020-01-05,Office Supplies,108.36,0.24,0.0022148394241417496,Medium,Wisconsin,Pete Takahito,1,Not Given
JO-2019-5680423,2019-12-31,Office Supplies,108.36,0.24,0.0022148394241417496,Medium,Illinois,Pete Takahito,1,Not Given
